|created_time|id|link|message|message_tags|name|permalink_url|shares|story|story_tags|type|updated_time|place|from_name|from_id
75|2015-01-24T05:38:01+0000|358869244244848_599140130217757||"Read more on the plight of flood victims in Malawi:
http://www.ifrc.org/en/news-and-media/news-stories/africa/malawi/malawi-heavy-rains-and-flooding-leave-thousands-destitute-67938/"|[]||https://www.facebook.com/358869244244848/posts/599140130217757/|1.0|||status|2015-01-24T05:38:01+0000||Malawi Red Cross Society - MRCS|358869244244848
79|2019-04-11T17:34:43+0000|358869244244848_1649210415210718|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1649207528544340/?type=3|"Bishop Mackenzie International School donates over MK4.7 Million to Children affected by Floods.

On Thursday Malawi Red Cross Society (MRCS) received awesome donation of Mk 4, 757 650.00 from Bishop Mackenzie International School. Concerned by the situation of the children in the camps who were affected by floods, Secondary and primary schools supported by parents and teachers mobilized funds to support the affected children who are living in a bad condition in the camps.

The learners said they would love the donations to support children's needs as well as support the disaster preparedness, mitigation and preventive activities aimed at reducing the impact or end some disasters.

MRCS Director of Programs Prisca Chisala thanked Bishop Mackenzie for the kind donation. She said it was very pleasing and astonishing to note that the students, teachers and parents could come together mobilize the funds to support the Floods affected children."|||https://www.facebook.com/358869244244848/posts/1649210415210718/|31.0|||photo|2019-05-06T14:54:34+0000||Malawi Red Cross Society - MRCS|358869244244848
80|2017-03-14T06:40:31+0000|358869244244848_1093420880789677|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1093419280789837/?type=3|"Icelandic Red Cross has commended Malawi Red Cross Society’s (MRCS) approach towards the implementation of the Community Resilience Project Which is being funded by a consortium of four National Societies including Danish, Finish, Icelandic and the Italian Red Cross national societies.

Speaking on Friday after handing over the boys and girls Ventilated Improved Pit (VIP) Latrines at Chigumula Primary School in Mangochi, Icelandic Red Cross President, Mr. Sveinn Kristinsson said that he was impressed with the project implementation progress and the approach followed. Kristinsson assured MRCS of Icelandic Red Cross’s continued support to MRCS. 

MRCS President Mr. Levison Changole thanked the Icelandic Red Cross for the partnership and financial support provided to MRCS. Changole assured the consortium donors through Kristinsson that MRCS will ensure that there is accountability and transparency throughout the implementation of the project.  

Mr. Kristinsson who was accompanied by the Icelandic Red Cross Secretary General and the Icelandic Red Cross desk officer for Southern Africa Region paid a one week visit to Malawi to appreciate progress of the implementation of the four year Community Resilience Project which Icelandic Red Cross is funding through a consortium. 

While in Malawi, the Icelandic Red Cross delegation visited Mangochi and Mwanza divisions where a number of activities were showcased.

Community Resilience Project focuses on Health, WASH, Disaster Management, Social Inclusion and Organisational Development as its result areas. The objective is to see to it that deprived communities in the target districts of Chikwawa, Mangochi and Mwanza are increasingly resilient by using a holistic approach."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1093420880789677/|6.0|||photo|2017-03-20T12:35:32+0000||Malawi Red Cross Society - MRCS|358869244244848
81|2015-01-24T04:00:21+0000|358869244244848_599119440219826|https://www.facebook.com/malawiredcross/photos/a.514890295309408/599119423553161/?type=3|Malawi Red Cross rescue has been rescuing people in Nsanje. It also carried 9 dead bodies that were found on the Mozambique side.||Mobile Uploads|https://www.facebook.com/358869244244848/posts/599119440219826/?substory_index=0||||photo|2015-01-24T04:00:21+0000||Malawi Red Cross Society - MRCS|358869244244848
85|2019-03-28T18:10:09+0000|358869244244848_1638387486293011|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1638377419627351/?type=3|"Malawi Red Cross comes up with a comprehensive Floods Disaster response plan

On Thursday, 28th March, Malawi Red Cross Society (MRCS) staff, in country Partner National societies, International delegates and movement partners (IFRC and ICRC) met in Blantyre for a planning meeting for a well-coordinated Floods Response Operation.

MRCS President Levison Changole applauded the Response team for coming up with strategies to speed up and ease the response operation in order to assist the vulnerable people well. Changole calls the response team to be transparent and accountable during the whole response actions.

So far, Danish Red Cross in partnership with Swiss, Icelandic Netherlands and Belgian Red Cross Societies have made available 600 Million Kwacha for the Response.  Again a donation of 1 Million Euro ( about 820 Million Malawi Kwacha has been granted to Malawi Red Cross Society by  @EU_ECHO to address immediate shelter needs of the displaced people.

Speaking during the meeting, IFRC Africa region operations officer Khaled Masud Ahmed thanked MRCS management for coming up with the planning meeting which aims at drawing modalities and of the response activities. Ahmed said the IFRC is available for Financial and Technical support."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1638387486293011/|10.0|||photo|2019-03-30T15:58:31+0000||Malawi Red Cross Society - MRCS|358869244244848
86|2017-03-09T05:04:46+0000|358869244244848_1089943317804100|http://www.data4sdgs.org/master-blog/2017/3/7/announcing-funding-for-10-development-data-innovation-projects|||Announcing Funding for 10 Development Data Innovation Projects|https://www.facebook.com/358869244244848/posts/1089943317804100/||Malawi Red Cross Society - MRCS shared a link.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}]|link|2017-03-09T05:04:46+0000||Malawi Red Cross Society - MRCS|358869244244848
87|2015-01-23T19:32:43+0000|358869244244848_598993780232392|https://www.facebook.com/malawiredcross/videos/598993780232392/|In Chikwawa the floods have swept away houses and property leaving people destitute.  In one village over 20 houses have disappeared.|||https://www.facebook.com/malawiredcross/videos/598993780232392/|1.0|||video|2015-01-25T01:16:50+0000||Malawi Red Cross Society - MRCS|358869244244848
91|2019-03-19T09:03:40+0000|358869244244848_1631428473655579|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1631427876988972/?type=3|"Johns Hopkins Research Project Malawi donates MK 800,000.00 towards floods victims.

Johns Hopkins Research Project Malawi on Thursday made a contribution of MK 800,000.00 towards the floods victims through the Malawi Red Cross Society (.MRCS).

“We have decided to stand with our brothers and sisters who affected by the floods. As such, we thought of channeling our donation through the MRCS a humanitarian actor which is already on the ground supporting the vulnerable communities in different camps across the affected areas.” Said Dalitso Ngwalo Chief Operation Officer for Johns Hopkins Research Project Malawi.

Director of Programs at MRCS Prisca Chisala said MRCS appreciates the donation towards the flood victims. She said the donation would go a long way in supporting the many needs in the camps.  She assured Johns Hopkins that as a major humanitarian player in the country MRCS will be transparent and accountable in serving the floods victims.

MRCS is appealing to institutions and Companies to support the floods victims by donating money or in-kind support."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1631428473655579/|2.0|||photo|2019-03-20T13:28:38+0000||Malawi Red Cross Society - MRCS|358869244244848
92|2017-03-01T20:13:09+0000|358869244244848_1085314368266995|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1085312961600469/?type=3|"Turkish Red Crescent pledge to support Malawi Red Cross Society 

Malawi Red Cross Society (MRCS) on Wednesday received in audience the Turkish Red Crescent Vice President and Head of International Relations Commission Dr. Naci Yorulmaz who is in the country on other duties.

Speaking during the meeting with MRCS managers at the MRCS Headquarters in Lilongwe, Dr. Yorulmaz said that the two national societies can learn from one another having similar disaster problems. Yorulmaz added that Turkish Red Crescent today is one of the National societies with strong resource mobilization drive among them, running the bottled mineral water production.

“You need to be proactive and scale up your resource mobilization activities in order to raise funds for disaster response and to support the vulnerable communities”. Yorulmaz said. 

During the meeting the two National Societies have agreed to partner in the areas of Health and Social Services, Disaster Management, Organizational development, Resource Mobilization and Communication.

MRCS Community resilience Program Manager Patrick Phiri who represented the Secretary General thanked the Dr. Yorulmaz for  the visit and for the establishment of the partnership to support MRCS in the agreed focus areas.

Established in 1868, Turkish Red Crescent has 650 branches, 33 disaster response centers, over a million volunteers, 6,000 paid up staff and it collects over two million pints of blood every year."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1085314368266995/|7.0|||photo|2017-03-04T14:10:59+0000||Malawi Red Cross Society - MRCS|358869244244848
93|2015-01-23T09:15:23+0000|358869244244848_598806890251081||"RED CROSS CONTINUES TO SUPPORT FLOOD VICTIMS, APPEALS FOR MORE AID

Needs $2.7million to help more people over the next two months

Lilongwe, MALAWI, 20 January 2015 - The Malawi Red Cross is continuing to support people affected by floods which have left 135,000 displaced in three districts of southern Malawi. Rainstorms have also destroyed houses and property in the capital Lilongwe and the commercial city of Blantyre where some people were killed by the rising waters. 

Heavy rains have, over the past weeks, caused flooding in Malawi especially the southern districts of Phalombe, Nsanje and Chikwawa, leaving close to 200 people dead.

Working through our local volunteers, we have been responding to the disaster and helping victims in all the affected areas, said Ethel Kaimila, Secretary General of the Malawi Red Cross Society. Apart from general response operations, the Red Cross has directly supported 7,000 displaced people with tarpaulins, family tents, shelter kits, mosquito nets and hospital tents.

The Red Cross, with support from the International Federation of Red Cross and Red Crescent Societies, plans to assist 40,000 affected people in Chikwawa, Nsanje, Phalombe and some urban parts of the city of Blantyre between February and March. The affected people will need continued support for some time and we need 2.7 million US dollars to provide such support between, added Kaimila. Funds raised will be used to distribute additional emergency relief supplies such as kitchen sets, shelter kits and tarpaulins; food supplies to support displaced families for three months, and to rehabilitate 600 houses damaged by the floods.

Apart from our own response, we have also provided tarpaulins, blankets and body bags to the Government of Malawi for use in their response. 

Since the first day of the disaster, the Red Cross has been providing a number of services to the affected including managing camps, reconnecting separated families, assisting in search and rescue operations, counselling flood victims, and distributing relief items. 

About the Malawi Red Cross 
The Malawi Red Cross Society (MRCS) is Malawis oldest humanitarian organization which started its operations in 1932 as the Nyasaland Branch of the British Red Cross. In 1966, the Malawi government passed Act 51 of Parliament establishing the MRCS as a voluntary society, allowing it the right to use the protected Red Cross and Red Crescent emblems in conformity with Geneva Conventions. It became a member of the International Federation of the Red Cross in 1971. The organization has over 30,000 volunteers across the country, half of whom are young people.

For inquiries contact:
Ethel Kaimila
Secretary General
ekaimila@redcross.mw
Mobile : +265-888-206-619
               +265-999-949-084"|||https://www.facebook.com/358869244244848/posts/598806890251081/||||status|2015-01-23T09:15:23+0000||Malawi Red Cross Society - MRCS|358869244244848
97|2019-03-18T18:55:18+0000|358869244244848_1630988907032869|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1630987843699642/?type=3|"Malawi Red Cross Society applaud government’s swift response to Flood disaster.

Malawi Red Cross Society (MRCS) on Monday applauded government for swift response to the Floods Disaster. MRCS Director of Programs Prisca Chisala siain Chikwawa when the President of the republic of Malawi HE Professor Arthur Peter Mutharika visited Nsanje and Chikwawa made the remarks on his tour of cheering the Flood victims. 

Speaking in an interview, Chisala said government’s timely declaration of a state of Disaster in the affected areas, enabled local and international partners including the UN to move in with different types of assistance. “I wish to thank government for suppling Maize and rice to most of the camps within the shortest period of time. Food is one of the most needed items in the camps. Therefore, for government to move with such speed to make food available to the camps is very commendable.” Said Chisala

Addressing to the gathering in Chikwawa and Nsanje President Mutharika urged all humanitarian actors distributing relief items to the affected people to be accountable, transparent and trustworthy.

People are in dire need of food, shelter, water hygiene and sanitation, livelihood, protection, gender and inclusion services."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1630988907032869/|3.0|||photo|2019-03-18T18:55:18+0000||Malawi Red Cross Society - MRCS|358869244244848
98|2017-02-23T19:36:03+0000|358869244244848_1081719525293146|https://www.facebook.com/malawiredcross/photos/a.359290337536072/1081718585293240/?type=3|||'s cover photo|https://www.facebook.com/358869244244848/posts/1081719525293146/||Malawi Red Cross Society - MRCS updated their cover photo.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}]|photo|2017-02-24T08:20:29+0000||Malawi Red Cross Society - MRCS|358869244244848
99|2015-01-23T09:13:40+0000|358869244244848_598806456917791|https://www.facebook.com/malawiredcross/photos/a.514890295309408/598806230251147/?type=3|Since the flooding started in most parts of Malawi, Malawi Red Cross Society and volunteers have been on the ground responding to the disaster.||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/598806456917791/|5.0|||photo|2015-01-23T09:13:40+0000||Malawi Red Cross Society - MRCS|358869244244848
103|2019-03-17T22:06:42+0000|358869244244848_1630375383760888|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1630373333761093/?type=3|"Chikwawa and Nsanje communities thank Malawi Red Cross for Weather Forecast Early Warning message dissemination. 

As soon as the department of climate change and meteorological services issued a weather forecast for Malawi on 12th March that the country would be affected by the Tropical Cyclone Idai, Malawi Red Cross Society (MRCS) activated the Forecast Based Financing model by conducting anticipatory activities in Early Warning System (EWS) to warn the people of the would be dangers of the Tropical Cyclone.

Speaking in Nsanje on Sunday during one of the camp EWS message dissemination meeting heard at Ndamera Floods Evacuation camp, in GHV Ndamera chairperson for the camp Nowa Kamasho thanked MRCS for timely dissemination of EWS messages to the communities of Chikwawa and Nsanje. He said if the Cyclone was to land in Malawi many people in Nsanje and Chikwawa would not have been affected as they had received the early warning messages and how they would avoid the disaster.

Anticipatory activities in relation to the Tropical Cyclone Idai included door to door visits with early warning messages, community meetings, use of Drama, camp awareness meetings, production and airing of the EWS jingles on 2 community Radio Stations in Nsanje and Chikwawa and on 2 National Radio stations of MBC and Zodiak. 

MRCS Director of Programs Prisca Chisala thanked the Danish Red Cross for providing financial support to carry out the anticipatory activities. She applauded the MRCS volunteers for working hard day and night to disseminate the Early Warning messages."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1630375383760888/|4.0|||photo|2019-03-18T16:24:49+0000||Malawi Red Cross Society - MRCS|358869244244848
104|2017-02-23T19:32:27+0000|358869244244848_1081716821960083|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1081712581960507/?type=3|"Swiss Red Cross donate MK70 Million worth multipurpose office building to MRCS

Malawi Red Cross society (MRCS) on Wednesday received donation of MK70 million worth multipurpose office building for Salima Division.

Speaking in Salima during the handover ceremony, Swiss Red Cross in country delegate to MRCS, Alexandra Machado said that she was happy to handover the building to MRCS. “We at Swiss Red Cross are delighted to see that our two national societies have established a long-term, stable and mutually-beneficial relationship, featured with close contacts and friendly coordination at all levels”.  Alexandra said. She added that the provision of the office building is part of the capacity building for the division volunteers.

MRCS president Mr. Levison Changole received the donation on behalf of the National Society. In his remarks, Changole thanked Swiss Red Cross for the donation. He told the gathering that the new office building will provide new facilities and a much more improved working environment for the volunteers and the integrated community based health project staff whore were very excited with the building.

The seven roomed office building consists of two parts, one for housing the division volunteers and project staff and the other one will be leased out for the purposes of income generation for MRCS.

The Ceremony which was attended by among other dignitaries the District Commissioner (DC) for Salima Mr. Rodney Simwaka was spiced up by beautiful choral music from Talimba sub division youth choir through which Salima division contributed 115 thousand bricks which were used to construct the fence around the office building."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1081716821960083/|8.0|||photo|2017-03-04T06:08:44+0000||Malawi Red Cross Society - MRCS|358869244244848
105|2015-01-22T05:25:31+0000|358869244244848_598325376965899|https://www.facebook.com/malawiredcross/photos/a.514890295309408/598325356965901/?type=3|Time to donate for a good cause. #ndifeamodzi|[]|Mobile Uploads|https://www.facebook.com/358869244244848/posts/598325376965899/?substory_index=0|1.0|||photo|2015-01-22T12:00:27+0000||Malawi Red Cross Society - MRCS|358869244244848
109|2019-03-16T19:27:14+0000|358869244244848_1629514043847022|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1629513503847076/?type=3|"Accountability and trustworthy earns Malawi Red Cross a donation towards Flood victims

When asked by ILLOVO Sugar Company and its partners to identify a credible and trustworthy organization in Chikawa to channel through a donation towards the flood victims, the District Commissioner (DC) for Chikwawa, Lusizi Nhlane advised Illovo to go with Malawi Red Cross Society (MRCS) to distribute the items. 

Working with its partners through their Creation of Shared Value Principle, ILLOVO has donated Ten tons of Sugar worthy over K8.3million, Total has donated 2 million Kawacha divided as 1.5 million Kwacha  for solar lamps to be used in the camps and 500, 000 Kwacha worthy of fuel for response activities the MRCS and the Chikwawa district Council. Unitrans has donated K500, 000 for foodstuffs and FES Company, machinery to use for works in camps.

Marc Pousson, one of the directors at ILLOVO who handed over the donation on behalf of the Managing Director Mark Bainbridge said ILLOVO intends to extend the assistance to some camps in the Lower shire. 

Both DC Nhlane and MRCS District Coordinator Cecilia Banda thanked ILLOVO and its partners for the valuable support towards the floods victims. They said the donation would go a long way to lessen their suffering.

Apart from supplying potable water, Illovo will supply tough bags to be used as mats & for toilet – bathroom use."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1629514043847022/|3.0|||photo|2019-03-17T06:45:06+0000||Malawi Red Cross Society - MRCS|358869244244848
110|2017-02-04T19:21:38+0000|358869244244848_1067998923331873|https://www.facebook.com/malawiredcross/photos/a.359290337536072/1067998426665256/?type=3|||'s cover photo|https://www.facebook.com/358869244244848/posts/1067998923331873/||Malawi Red Cross Society - MRCS updated their cover photo.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}]|photo|2017-02-05T17:42:42+0000||Malawi Red Cross Society - MRCS|358869244244848
111|2015-01-01T10:02:37+0000|358869244244848_587139721417798|https://www.facebook.com/malawiredcross/photos/a.358896737575432/587138748084562/?type=3|A camp for National Disaster Response Training  organised by MRCS and mock distribution exercise as part of the training||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/587139721417798/||Malawi Red Cross Society - MRCS is in Madisi, Ntchisi, Malawi.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}, {'id': '109395099085199', 'name': 'Madisi, Ntchisi, Malawi', 'type': 'page', 'offset': 38, 'length': 23}]|photo|2015-01-01T10:02:37+0000|{'name': 'Madisi, Ntchisi, Malawi', 'location': {'city': 'Madisi', 'country': 'Malawi', 'latitude': -13.417368305608, 'longitude': 33.609125662752}, 'id': '109395099085199'}|Malawi Red Cross Society - MRCS|358869244244848
114|2019-03-15T17:34:03+0000|358869244244848_1628719267259833|https://www.facebook.com/malawiredcross/videos/2049659048669106/|Malawi Red Cross actions in floods response||Malawi Red Cross Floods response|https://www.facebook.com/358869244244848/posts/1628719267259833/|29.0|||video|2019-03-22T12:54:36+0000||Malawi Red Cross Society - MRCS|358869244244848
115|2017-02-04T19:16:58+0000|358869244244848_1067996633332102|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1067991836665915/?type=3|"Malawi Red Cross Volunteers and staff trained in National Disaster Response

Malawi Red Cross Society (MRCS) last week organized National Disaster Response Team (NDRT) training in Chikwawa to improve preparedness and response before, during and after disasters.

About 27 volunteers and staff took part in the training whose aim was to build the capacity of National Societies’ staff and volunteers, according to MRCS Head of Health Programs Mrs. Gloria Kunyenga.

Speaking during the opening of the training, Mrs. Kunyenga said the NDRT training was to give all components of the Movement the means to work together in a coordinated manner. 

“The focus of NDRT training is generally on improving the technical skills of the participants, but also on personnel and team management. It aims to encourage an exchange of experience and knowledge and the creation of networks among the disaster managers. It also aims to improve coordination of disaster response and the quality and availability of disaster management tools,” Kunyenga said.

National Disaster Response Teams comprise of National Society staff and volunteers, often from different branches trained and working alongside Red Cross volunteers at community level to bring assistance to people affected by disaster. 

They are made up of generalists and specialists in health, logistics, relief, disaster management and water and sanitation. NDRT can be mobilised at short notice and are trained to work as a team and support the local Red Cross branch in its response to disasters.

Community Resilience Project funded the training with financial support from a consortium of Danish Red Cross, Finish Red Cross, Icelandic Red Cross and Italian Red Cross. 

In country Danish Red Cross delegate and consortium coordinator Kirstine Primdal urged participants to take the training seriously so that MRCS should have a strong NDRT."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1067996633332102/|10.0|||photo|2017-02-04T19:16:58+0000||Malawi Red Cross Society - MRCS|358869244244848
116|2014-12-09T16:02:28+0000|358869244244848_575362739262163|https://www.facebook.com/malawiredcross/photos/a.358896737575432/575362485928855/?type=3|"Malawi Red Cross Society Trains 25 people in Disaster Response
The Malawi Red Cross Society with funding from ECHO through the International Federation of Red Cross and Red Crescent Movement (Southern Africa Regional Office) is currently conducting a five day National Disaster Response Training at Mponela,  Mbolombole Lodge, central region of Malawi.
The training started on Monday 8th December, 2014 and will run through to 12th December, 2014. The training is aimed at:
• Increasing the number of Members of the National Disaster Response Team from Malawi Red Cross staff and  Volunteers and government stakeholders 
• Increasing technical capacity of National Disaster Response Team to address various components of disaster response. 
• Promote response leadership opportunities and learning

The training is divided into two sections of Class work (theory) and field work (practical) through which the participants will among other things practice setting up camps, construct sanitation facilities and conduct field assessments.
Participants for the training have been drawn from the Malawi Department of Disaster Management Affairs, a representative from Office of International Migration, United Nations Resident Country Office, Red Cross staff and volunteers from Headquarters, Nsanje, Salima, Lilongwe, Blantyre and Phalombe districts"||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/575362739262163/||||photo|2014-12-09T21:13:01+0000||Malawi Red Cross Society - MRCS|358869244244848
119|2019-03-15T11:26:08+0000|358869244244848_1628519310613162|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1628518433946583/?type=3|"Telecom Networks Malawi (TNM) bails out 500 Floods victims.

Telecom Teworks Malawi (TNM) a local mobile phone service provider on Friday became the first company to come forward and support the floods victims through the Malawi Red Cross Society (MRCS). 

Head of Marketing for TNM Sobuza Ngwena said TNM decided to channel their 8 .7 Million Kwacha worthy of Items through the Red Cross because they recognize the Humanitarian work the MRCS which is trustworthy does in Malawi. “We have decided to assist the floods affected people because as a Malawian company, we are concerned with the situation they are in. For now, we have targeted 500 households, 200 in Nsanje, 200 in Chikwawa and 100 in Phalombe.

Speaking after receiving the donation, MRCS Director of Programs Prisca Chisala thanked TNM for the timely donation. Chisala said TNM has always collaborated with the Red Cross in assisting the disaster-affected people over the years. “Let me assure you that MRCS will distribute the donated items to the intended beneficiaries.” Chasala said.

The recent heavy rains have left many places flooded. According to the Department of Disaster Management Affairs (DoDMA), 56 are people confirmed dead, 565 injured and 3 people missing. The disaster has affected 184,589 households (922,945 people), and 82,739 displaced. Apart from distributing food, MRCS is constructing pit latrines and bathing rooms to promote good hygiene practices in the camps.

Currently, the affected families are staying in 187 makeshifts sites in schools and churches across the 13 affected with limited or no access to food, clean and safe water, and no access to public health services. Families are in dire need of food, shelter, water, hygiene and sanitation, livelihood, protection, gender and inclusion services."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1628519310613162/|1.0|||photo|2019-03-15T11:26:08+0000||Malawi Red Cross Society - MRCS|358869244244848
120|2017-01-22T22:07:47+0000|358869244244848_1058472204284545|https://www.facebook.com/malawiredcross/photos/a.359290337536072/1058471807617918/?type=3|||'s cover photo|https://www.facebook.com/358869244244848/posts/1058472204284545/||Malawi Red Cross Society - MRCS updated their cover photo.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}]|photo|2017-01-23T01:48:34+0000||Malawi Red Cross Society - MRCS|358869244244848
121|2014-11-19T17:08:24+0000|358869244244848_565986516866452|https://www.facebook.com/malawiredcross/photos/a.358896737575432/565984673533303/?type=3|Staff members of Malawi Red Cross Society have been attending team building skills workshop to improve service delivery and internal communication in the society.  The workshop has been funded by Finnish Red Cross||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/565986516866452/||Malawi Red Cross Society - MRCS is at Silver Sands Resort, Senga Bay in Salima.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}, {'id': '264058720424381', 'name': 'Silver Sands Resort, Senga Bay in Salima', 'type': 'page', 'offset': 38, 'length': 40}]|photo|2014-11-20T05:14:22+0000|{'name': 'Silver Sands Resort, Senga Bay in Salima', 'location': {'city': 'Salima', 'country': 'Malawi', 'latitude': -13.818296826891, 'longitude': 34.589488921645, 'street': 'silver sand'}, 'id': '264058720424381'}|Malawi Red Cross Society - MRCS|358869244244848
124|2019-03-14T20:05:15+0000|358869244244848_1628085557323204|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1628083080656785/?type=3|"Buy a cake for your family and support your brothers and 
sisters affected by Floods!"|||https://www.facebook.com/358869244244848/posts/1628085557323204/|6.0|||photo|2019-03-27T20:06:52+0000||Malawi Red Cross Society - MRCS|358869244244848
125|2017-01-22T21:49:32+0000|358869244244848_1058458967619202|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1058457230952709/?type=3|"Malawi Red Cross Society ( MRCS) has embarked on the process of reviewing its constitution. In his address to the delegates to the first consultative meeting which took place recently, at Riverside Hotel in Lilongwe, MRCS President Mr. Levison Changole said that it was important to align the MRCS constitution to the current needs and accommodate trends and environment.  Changole added that it would be pleasing for the amended document to fill in visible constitutional gaps and polish some grey areas that seemed confusing and contradictory in nature.

The Legal adviser for MRCS Mr. Titus Mvalo SC pointed out that though the constitution provided room for amendment it was important for members to seriously look at the clauses to be amended. He underscored a fact that a constitution is a legal document as such it must be respected at all times despite taking part in the review process. Mr Mvalo reminded members that the constitution which the MRCS is using was last amended in 2007 and it was inevitable to have it revised to meet the current needs. Mr. Mvalo added that a series of consultative meetings are expected to to take place before the final recommendations are presented to the council for adoption.

The meeting which drew together over100 delegates from both the governance and secretariat was funded by the International committee of the Red Cross (ICRC)."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1058458967619202/|2.0|||photo|2017-01-22T21:49:32+0000||Malawi Red Cross Society - MRCS|358869244244848
126|2014-11-16T13:18:42+0000|358869244244848_564646070333830|https://www.facebook.com/malawiredcross/photos/a.358896737575432/564645607000543/?type=3|Regional Disaster Response Training (RDRT) for some Red Cross Staff in Maun Botswana||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/564646070333830/||||photo|2014-11-16T13:18:42+0000||Malawi Red Cross Society - MRCS|358869244244848
127|2019-03-12T19:05:45+0000|358869244244848_1626779750787118|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1626778710787222/?type=3|"Government appreciates Malawi Red Cross’s assistance to Flood victims  

The government of Malawi has applauded the Malawi Red Cross Society (MRCS) for the swift response to the floods disaster that occurred from 6th to March 2019.
The remarks were made on Tuesday by the President of the republic of Malawi, His Excellency Professor Arthur Peter Mutharika when he visited the floods victims at Kanyimbo camp and Mponda evacuation center in Balaka and Mangochi districts respectively at the beginning of his tour to the affected districts.

Speaking to the media, Secretary General for Malawi Red Cross Society (MRCS), McBain Kanongodza said MRCS volunteers and staff are on the ground in all the affected districts helping the affected and displaced people with assorted items that includes Food and non-food items such as Kitchen sets, Blankets, Soap, Shelter kits and provision of WASH facilities such as construction of temporally toilets and birth rooms. 

According to the Department of Disaster Management Affairs (DoDMA), 468,650 people have been affected, 6,341 households displaced, and are in need of urgent humanitarian assistance."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1626779750787118/|5.0|||photo|2019-03-13T07:26:36+0000||Malawi Red Cross Society - MRCS|358869244244848
128|2016-11-21T09:19:15+0000|358869244244848_1013103668821399|https://medium.com/@IFRC/coping-with-drought-abitis-story-45ee1cb3753e#.sfrx9eay4|Abiti Anesi is one of the 2268 beneficiaries of the Malawi Red Cross Cash transfer program which was introduced to alleviate the suffering of the people by providing them with money to  buy food. the program is financed by Netherlands Red Cross and the International Federation of the Red Cross and Red Crescent Societies.||Coping with drought: Abiti’s story|https://www.facebook.com/358869244244848/posts/1013103668821399/|2.0|||link|2016-11-21T09:32:38+0000||Malawi Red Cross Society - MRCS|358869244244848
